Date,Fear_Greed_Score,Fear_Greed_Score_Rating,SPX_Close
2025-07-03,77.62857142857145,extreme greed,6279.35
2025-07-07,75.08571428571429,extreme greed,6229.98
2025-07-08,74.62857142857142,greed,6225.52
2025-07-09,75.91428571428571,extreme greed,6263.26
2025-07-10,76.97142857142856,extreme greed,6280.46
2025-07-11,75.25714285714285,extreme greed,6259.75
2025-07-14,76.11428571428573,extreme greed,6268.56
2025-07-15,73.4857142857143,greed,6243.76
2025-07-16,72.94285714285715,greed,6263.7
2025-07-17,74.17142857142858,greed,6297.36
2025-07-18,73.94285714285715,greed,6296.79
2025-07-21,73.28571428571429,greed,6305.6
2025-07-22,73.88571428571429,greed,6309.62
2025-07-23,76.3714285714286,extreme greed,6358.91
2025-07-24,75.25714285714287,extreme greed,6363.35
2025-07-25,74.65714285714286,greed,6388.64
2025-07-28,73.8,greed,6389.77
2025-07-29,70.62857142857143,greed,6370.86
2025-07-30,68.02857142857142,greed,6362.9
2025-07-31,63.714285714285715,greed,6339.39
2025-08-01,49.800000000000004,neutral,6238.01
2025-08-04,56.885714285714286,greed,6329.94
2025-08-05,55.028571428571425,greed,6299.19
2025-08-06,55.314285714285724,greed,6345.06
2025-08-07,54.71428571428572,neutral,6340.0
2025-08-08,58.37142857142857,greed,6389.45
2025-08-11,57.628571428571426,greed,6373.45
2025-08-12,62.25714285714286,greed,6445.76
2025-08-13,63.34285714285714,greed,6466.58
2025-08-14,63.25714285714287,greed,6468.54
2025-08-15,63.54285714285715,greed,6449.8
2025-08-18,64.2,greed,6449.15
2025-08-19,59.88571428571429,greed,6411.37
2025-08-20,55.91428571428572,greed,6395.78
2025-08-21,52.60000000000001,neutral,6370.17
2025-08-22,55.54285714285715,greed,6466.91
2025-08-25,53.942857142857136,neutral,6439.32
2025-08-26,55.4,greed,6465.94
2025-08-27,59.11428571428572,greed,6481.4
2025-08-28,64.42857142857143,greed,6501.86
2025-08-29,61.542857142857144,greed,6460.26
2025-09-02,62.45714285714286,greed,6415.54
2025-09-03,61.371428571428574,greed,6448.26
2025-09-04,61.17142857142858,greed,6502.08
2025-09-05,58.68571428571429,greed,6481.5
2025-09-08,58.228571428571435,greed,6495.15
2025-09-09,57.942857142857136,greed,6512.61
2025-09-10,57.94285714285714,greed,6532.04
2025-09-11,60.34285714285715,greed,6587.47
2025-09-12,61.34285714285714,greed,6584.29
2025-09-15,64.45714285714287,greed,6615.28
2025-09-16,64.37142857142858,greed,6606.76
2025-09-17,63.77142857142858,greed,6600.35
2025-09-18,66.54285714285714,greed,6631.96
2025-09-19,66.22857142857144,greed,6664.36
2025-09-22,66.51428571428572,greed,6693.75
2025-09-23,56.771428571428565,greed,6656.92
2025-09-24,54.57142857142857,neutral,6637.97
2025-09-25,50.65714285714286,neutral,6604.72
2025-09-26,51.28571428571428,neutral,6643.7
2025-09-29,50.97142857142857,neutral,6661.21
2025-09-30,51.40000000000001,neutral,6688.46
2025-10-01,52.48571428571428,neutral,6711.2
2025-10-02,54.54285714285715,neutral,6715.35
2025-10-03,52.57142857142857,neutral,6715.79
2025-10-06,53.971428571428575,neutral,6740.28
2025-10-07,51.857142857142854,neutral,6714.59
2025-10-08,52.942857142857136,neutral,6753.72
2025-10-09,48.62857142857143,neutral,6735.11
2025-10-10,30.14285714285714,fear,6552.51
2025-10-13,29.74285714285714,fear,6654.72
2025-10-14,28.285714285714285,fear,6644.31
2025-10-15,27.41428571428571,fear,6671.06
2025-10-16,23.114285714285717,extreme fear,6629.07
2025-10-17,22.32857142857143,extreme fear,6664.01
2025-10-20,29.85714285714286,fear,6735.13
2025-10-21,28.542857142857148,fear,6735.35
2025-10-22,26.37142857142857,fear,6699.4
2025-10-23,27.571428571428573,fear,6738.44
2025-10-24,32.45714285714286,fear,6791.69
2025-10-27,37.34285714285715,fear,6875.16
2025-10-28,39.34285714285714,fear,6890.89
2025-10-29,42.114285714285714,fear,6890.59
2025-10-30,37.05714285714286,fear,6822.34
2025-10-31,34.45714285714286,fear,6840.2
2025-11-03,32.6,fear,6851.97
2025-11-04,20.94285714285714,extreme fear,6771.55
2025-11-05,23.057142857142857,extreme fear,6796.29
2025-11-06,24.342857142857145,extreme fear,6720.32
2025-11-07,20.428571428571427,extreme fear,6728.8
2025-11-10,29.942857142857143,fear,6832.43
2025-11-11,30.457142857142856,fear,6846.61
2025-11-12,34.57142857142858,fear,6850.92
2025-11-13,24.542857142857144,extreme fear,6737.49
2025-11-14,22.057142857142853,extreme fear,6734.11
2025-11-17,11.642857142857142,extreme fear,6672.41
2025-11-18,8.9,extreme fear,6617.32
2025-11-19,7.857142857142857,extreme fear,6642.16
2025-11-20,5.171428571428572,extreme fear,6538.76
2025-11-21,5.6571428571428575,extreme fear,6602.99
2025-11-24,13.685714285714285,extreme fear,6705.12
2025-11-25,15.028571428571428,extreme fear,6765.88
2025-11-26,17.657142857142862,extreme fear,6812.61
2025-11-28,21.771428571428572,extreme fear,6849.09
2025-12-01,22.085714285714285,extreme fear,6812.63
2025-12-02,23.257142857142856,extreme fear,6829.37
2025-12-03,24.771428571428572,extreme fear,6849.72
2025-12-04,36.02857142857143,fear,6857.12
2025-12-05,38.142857142857146,fear,6870.4
2025-12-08,40.77142857142858,fear,6846.51
2025-12-09,40.94285714285714,fear,6840.51
2025-12-10,36.371428571428574,fear,6886.68
2025-12-11,43.74285714285714,fear,6901.0
2025-12-12,39.285714285714285,fear,6827.41
2025-12-15,49.314285714285724,neutral,6816.51
2025-12-16,46.4,neutral,6800.26
2025-12-17,37.68571428571429,fear,6721.43
2025-12-18,42.371428571428574,fear,6774.76
2025-12-19,44.199999999999996,fear,6834.5
2025-12-22,54.88571428571429,neutral,6878.49
2025-12-23,58.57142857142857,greed,6909.79
2025-12-24,58.0,greed,6932.05
2025-12-26,54.857142857142854,neutral,6929.94
2025-12-29,47.885714285714286,neutral,6905.74
2025-12-30,46.114285714285714,neutral,6896.24
2025-12-31,43.25714285714286,fear,6845.5
2026-01-02,45.22857142857142,neutral,6858.47
2026-01-05,47.60000000000001,neutral,6902.05
2026-01-06,52.857142857142854,neutral,6944.82
2026-01-07,48.57142857142857,neutral,6920.93
2026-01-08,48.371428571428574,neutral,6921.46
2026-01-09,54.114285714285714,neutral,6966.28
2026-01-12,58.0,greed,6977.27
2026-01-13,59.085714285714296,greed,6963.74
2026-01-14,58.62857142857143,greed,6926.6
2026-01-15,63.65714285714286,greed,6944.47
2026-01-16,63.77142857142858,greed,6940.01
2026-01-20,50.85714285714287,neutral,6796.86
2026-01-21,53.857142857142854,neutral,6875.62
2026-01-22,54.771428571428565,neutral,6913.35
2026-01-23,54.885714285714286,neutral,6915.61
2026-01-26,57.65714285714286,greed,6950.23
2026-01-27,64.97142857142858,greed,6978.6
2026-01-28,65.54285714285713,greed,6978.03
2026-01-29,63.82857142857143,greed,6969.01
2026-01-30,58.60000000000001,greed,6939.03
2026-02-02,63.40000000000001,greed,6976.44
2026-02-03,43.34285714285714,fear,6917.81
2026-02-04,47.228571428571435,neutral,6882.72
2026-02-05,34.94285714285714,fear,6798.4
2026-02-06,45.371428571428574,neutral,6932.3
2026-02-09,48.4857142857143,neutral,6964.82
2026-02-10,47.228571428571435,neutral,6941.81
2026-02-11,49.91428571428571,neutral,6941.47
2026-02-12,36.357142857142854,fear,6832.76
2026-02-13,33.84285714285714,fear,6836.17
2026-02-17,33.31428571428572,fear,6843.22
2026-02-18,34.157142857142865,fear,6881.31
2026-02-19,34.400000000000006,fear,6861.89
2026-02-20,42.34285714285715,fear,6909.51
2026-02-23,32.542857142857144,fear,6837.75
2026-02-24,40.25714285714286,fear,6890.07
2026-02-25,43.142857142857146,fear,6946.13
2026-02-26,42.91428571428571,fear,6908.86
2026-02-27,41.17142857142857,fear,6878.88
2026-03-02,34.285714285714285,fear,6881.62
2026-03-03,31.628571428571426,fear,6816.63
2026-03-04,33.07142857142857,fear,6869.5
2026-03-05,31.62857142857143,fear,6830.71
2026-03-06,25.25714285714286,fear,6740.02
2026-03-09,22.228571428571428,extreme fear,6795.99
2026-03-10,20.271428571428572,extreme fear,6781.48
2026-03-11,18.314285714285713,extreme fear,6775.8
2026-03-13,16.671428571428574,extreme fear,6632.19
2026-03-16,23.914285714285718,extreme fear,6699.38
2026-03-17,22.88571428571429,extreme fear,6716.09
2026-03-18,13.614285714285714,extreme fear,6624.7
2026-03-19,18.314285714285713,extreme fear,6606.49
2026-03-20,8.4,extreme fear,6506.48
2026-03-23,11.62857142857143,extreme fear,6581.0
2026-03-24,10.35714285714286,extreme fear,6556.37
2026-03-25,16.542857142857144,extreme fear,6591.9
2026-03-26,10.257142857142858,extreme fear,6477.16
2026-03-27,8.171428571428573,extreme fear,6368.85
2026-03-30,5.771428571428572,extreme fear,6343.72
2026-03-31,14.885714285714284,extreme fear,6528.52
2026-04-01,15.857142857142858,extreme fear,6575.32
2026-04-02,18.285714285714285,extreme fear,6582.69
2026-04-06,21.85714285714286,extreme fear,6611.83
2026-04-07,21.571428571428573,extreme fear,6616.85
2026-04-08,29.171428571428574,fear,6782.81
2026-04-09,33.800000000000004,fear,6824.66
2026-04-10,38.05714285714286,fear,6816.89
2026-04-13,40.971428571428575,fear,6886.24
2026-04-14,47.25714285714286,neutral,6967.38
2026-04-15,56.2,greed,7022.95
2026-04-16,61.48571428571429,greed,7041.28
2026-04-17,68.57142857142858,greed,7126.06
2026-04-20,69.97142857142858,greed,7109.14
2026-04-21,67.57142857142858,greed,7064.01
2026-04-22,68.45714285714286,greed,7137.9
2026-04-23,66.17142857142856,greed,7108.4
2026-04-24,65.4,greed,7165.08
2026-04-27,66.28571428571429,greed,7173.91
2026-04-28,67.42857142857142,greed,7138.8
2026-04-29,66.22857142857143,greed,7135.95
2026-04-30,69.51428571428572,greed,7209.01
2026-05-01,71.17142857142856,greed,7230.12
2026-05-04,66.88571428571429,greed,7200.75
2026-05-05,67.25714285714287,greed,7259.22
2026-05-06,68.74285714285715,greed,7365.12
2026-05-07,66.4,greed,7337.11
2026-05-08,66.6857142857143,greed,7398.93
2026-05-11,65.4,greed,7412.84
2026-05-12,65.1142857142857,greed,7400.96
2026-05-13,64.0285714285714,greed,7444.25
2026-05-14,64.9714285714286,greed,7501.24
2026-05-15,62.9714285714286,greed,7408.5
2026-05-18,61.5428571428572,greed,7403.05
2026-05-19,59.3714285714286,greed,7353.61
2026-05-20,60.2285714285714,greed,7432.97
2026-05-21,57.9428571428571,greed,7445.72
2026-05-22,58.9714285714286,greed,7473.47
2026-05-26,60.9142857142857,greed,7519.12
2026-05-27,60.5428571428572,greed,7520.36
2026-05-28,60.0285714285714,greed,7563.63
2026-05-29,59.5142857142857,greed,7580.06
2026-06-01,56.5428571428571,greed,7599.96
2026-06-02,56.0571428571429,greed,7609.78
2026-06-03,53.0285714285714,neutral,7553.68
2026-06-04,53.8571428571429,neutral,7584.31
2026-06-05,41.8285714285714,fear,7383.74
2026-06-08,39.8571428571429,fear,7405.73
2026-06-09,32.4285714285714,fear,7386.65
2026-06-10,26.8857142857143,fear,7266.99
2026-06-11,31.5714285714286,fear,7394.3
2026-06-12,34.0,fear,7431.46
